tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status
1415843,white_ascot,0,8670,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_ascot,ok
2089747,argyle_clothes,0,8516,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/argyle_clothes,ok
1496184,tassel_earrings,0,8511,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/tassel_earrings,ok
1465099,black_sports_bra,0,8492,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/black_sports_bra,ok
1304069,yellow_bowtie,0,8471,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/yellow_bowtie,ok
375594,pink_thighhighs,0,8462,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/pink_thighhighs,ok
1363856,star_hat_ornament,0,8461,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/star_hat_ornament,ok
1326641,purple_bowtie,0,8421,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/purple_bowtie,ok
382729,striped_pantyhose,0,8211,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/striped_pantyhose,ok
1318935,aqua_necktie,0,8195,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/aqua_necktie,ok
1661326,content_rating,0,8043,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/content_rating,ok
1948371,nervous_sweating,0,7962,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/nervous_sweating,ok
1316985,shark_tail,0,7907,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/shark_tail,ok
640090,red_eyeshadow,0,7890,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/red_eyeshadow,ok
564515,vertical-striped_thighhighs,0,7865,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/vertical-striped_thighhighs,ok
1637638,heart_brooch,0,7846,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/heart_brooch,ok
1770616,blue_gemstone,0,7778,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/blue_gemstone,not_found
1684829,heads_together,0,7741,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/heads_together,ok
492465,grey_thighhighs,0,7737,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/grey_thighhighs,ok
1733109,jaggy_lines,0,7721,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/jaggy_lines,ok
1782390,traditional_bowtie,0,7617,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/traditional_bowtie,ok
797417,ear_bow,0,7552,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/ear_bow,ok
1389146,white_neckerchief,0,7364,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_neckerchief,ok
695377,planted,0,7267,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/planted,ok
1827216,cube_hair_ornament,0,7168,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/cube_hair_ornament,ok
706041,cross-shaped_pupils,0,7103,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/cross-shaped_pupils,ok
710095,striped_bowtie,0,7095,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/striped_bowtie,ok
647130,white_necktie,0,7082,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_necktie,ok
569436,blood_on_hands,0,7032,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/blood_on_hands,not_found
1669073,official_alternate_hair_length,0,6926,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/official_alternate_hair_length,ok
511691,sweater_lift,0,6890,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/sweater_lift,ok
1875949,lower_teeth_only,0,6637,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/lower_teeth_only,ok
1483713,multiple_rings,0,6626,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/multiple_rings,ok
665797,hand_on_own_ass,0,6565,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/hand_on_own_ass,ok
1394528,single_sidelock,0,6556,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/single_sidelock,ok
474204,frilled_thighhighs,0,6524,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/frilled_thighhighs,ok
1312163,purple_necktie,0,6504,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/purple_necktie,ok
1397752,two-tone_shirt,0,6486,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/two-tone_shirt,ok
1335474,sleeves_past_elbows,0,6441,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/sleeves_past_elbows,not_found
1399176,two-tone_fur,0,6428,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/two-tone_fur,ok
1915972,medium_bangs,0,6351,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/medium_bangs,ok
375037,striped_socks,0,6294,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/striped_socks,ok
1531697,mismatched_pupils,0,6291,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/mismatched_pupils,ok
1234394,see-through_shirt,0,6210,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/see-through_shirt,ok
672073,brown_fur,0,6154,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/brown_fur,ok
1972174,holding_removed_eyewear,0,6149,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/holding_removed_eyewear,ok
564680,print_pantyhose,0,6147,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/print_pantyhose,ok
568650,grey_pantyhose,0,6124,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/grey_pantyhose,ok
1385298,animal_ear_headphones,0,6049,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/animal_ear_headphones,ok
1313101,green_bowtie,0,5983,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/green_bowtie,ok
379182,energy,0,5857,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/energy,ok
